"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Baker Mayfield","TB","QB","13590","weighted",236.105255972696,8.03029980520645,1.86276450511945,0.162598525862327,0.871058020477816,0.105608977353517,22.7063481228669,4.19492274562107,0.0804778156996587,0.057938468459354,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-14,NA,NA,NA,NA
"C.J. Stroud","HOU","QB","16150","weighted",226.146450511945,15.201385149011,1.76047781569966,0.431158459134303,0.787645051194539,0.163517445679925,14.139795221843,2.33138125706169,0.0732081911262799,0.0511539603808882,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-10-03,NA,NA,NA,NA
"Sam Darnold","SEA","QB","13592","weighted",228.788737201365,16.1220479372642,1.58324232081911,0.416198917542576,0.785221843003413,0.174264258782044,8.19491467576792,0.947497081741153,0.0193856655290102,0.0395937315985962,0.250255972696246,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-06-05,NA,NA,NA,NA
"Lamar Jackson","BAL","QB","13593","weighted",224.538020477816,16.6171877876612,1.96262798634812,0.320421221522305,0.692627986348123,0.216580099629907,36.8878839590444,3.76823934089252,0.121672354948805,0.0970230245425788,0.241751990898749,0.0416153453382685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-01-07,NA,NA,NA,NA
"Josh Allen","BUF","QB","13589","weighted",220.903310580205,17.1678235792974,1.39167235494881,0.480082798790471,0.835221843003413,0.202107700187972,34.341638225256,1.73599441827404,0.726040955631399,0.270273477190905,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-05-21,NA,NA,NA,NA
"Jacoby Brissett","ARI","QB","12616","weighted",227.914539249147,10.9405895003939,1.50607508532423,0.670076156859786,0.759078498293515,0.206117999673367,14.9168941979522,1.01189184744193,0.0877474402730375,0.0673640109746405,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-11,NA,NA,NA,NA
"Kirk Cousins","LVR","QB","10700","weighted",189.998771331058,53.9464030237822,1.38160409556314,0.614229071463109,0.732423208191126,0.29837330382817,3.95723549488055,3.52886213361645,0.0513993174061433,0.0551520132253603,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-08-19,NA,NA,NA,NA
"Bo Nix","DEN","QB","16582","weighted",212.519249146758,22.1515132885189,1.40085324232082,0.593684237811889,0.689692832764505,0.223716728067952,20.2553924914676,3.08806634536723,0.126518771331058,0.102588191370316,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-02-25,NA,NA,NA,NA
"Jordan Love","GB","QB","14782","weighted",207.756996587031,28.6426206623688,1.34563139931741,0.274640357923412,0.714436860068259,0.20002337913192,11.248771331058,1.5067931921758,0.0460409556313993,0.054985868802508,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-11-02,NA,NA,NA,NA
"Tyler Shough","NO","QB","17039","weighted",226.990853242321,6.55649180144817,1.42610921501706,0.371362636377368,0.795938566552901,0.191949187410536,16.2224914675768,4.98393098840247,0.146928327645051,0.13066669703383,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,1999-09-28,NA,NA,NA,NA
"Patrick Mahomes","KC","QB","13116","weighted",208.981638225256,22.0041961060745,1.47215017064846,0.508244058315761,0.746962457337884,0.205176382740633,22.9456313993174,3.34805848607229,0.175494880546075,0.129840263331482,0.0497440273037543,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-17,"Q","Knee - ACL",2026,1
"Jalen Hurts","PHI","QB","14783","weighted",220.552935153584,12.0261911483673,1.77846416382253,0.211533760369799,0.579112627986348,0.335840130661457,29.1637542662116,2.09009611186656,0.673242320819113,0.237422436657618,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-08-07,NA,NA,NA,NA
"Aaron Rodgers","PIT","QB","7836","weighted",211.401672354949,21.0380711330324,1.85013651877133,0.30021881160372,0.672730375426621,0.251004267422664,6.3940614334471,2.4469459661497,0.0610921501706485,0.0486102179936951,0.149744027303754,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1983-12-02,NA,NA,NA,NA
"Trevor Lawrence","JAC","QB","15237","weighted",220.423583617747,10.1770191090147,1.86863481228669,0.27889353956098,0.822081911262799,0.138240607881405,21.279795221843,4.89508374602632,0.302525597269625,0.221157531424981,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-10-06,NA,NA,NA,NA
"Geno Smith","NYJ","QB","11150","weighted",187.789692832765,45.2281688912336,1.29972696245734,0.378519253686818,0.768259385665529,0.163588955673454,14.1429351535836,3.9513543813241,0.0804778156996587,0.057938468459354,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-10-10,NA,NA,NA,NA
"Jaxson Dart","NYG","QB","17032","weighted",216.185290102389,8.9472167934281,1.50952218430034,0.46133958272368,0.773617747440273,0.206774313397582,29.9046416382253,4.65037484879804,0.344232081911263,0.268126584637271,0.158248009101251,0.0416153453382685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-05-13,NA,NA,NA,NA
"Tua Tagovailoa","ATL","QB","14778","weighted",213.302013651877,7.53945061072941,1.30825938566553,0.457336687709312,0.738156996587031,0.209099184731129,5.70184300341297,2.6527245750145,0.0411945392491468,0.0505269250469931,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-03-02,NA,NA,NA,NA
"Bryce Young","CAR","QB","16148","weighted",218.632013651877,4.75842538371391,1.52648464163823,0.506429921178097,0.795938566552901,0.191949187410536,18.2458361774744,2.07317655959787,0.202662116040956,0.145303100375769,0.149744027303754,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-07-25,NA,NA,NA,NA
"Cam Ward","TEN","QB","17030","weighted",213.291467576792,10.9170056115764,1.6758361774744,0.556251934675451,0.679488054607508,0.255402056558707,10.1297269624573,2.24195779432803,0.0906825938566553,0.08396824574622,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-05-25,NA,NA,NA,NA
"Jayden Daniels","WAS","QB","16581","weighted",198.132798634812,19.0980725945366,1.28402730375427,0.469623038479115,0.759078498293515,0.20923139273476,38.0176791808874,4.58350179734152,0.168225255972696,0.124776197701361,0.149744027303754,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-12-18,NA,NA,NA,NA
"Kyler Murray","MIN","QB","14056","weighted",201.413105802048,19.1018360587267,1.46832764505119,0.347198883654809,0.901160409556314,0.185113547989858,29.1207849829352,8.07930598250489,0.206996587030717,0.185573583456695,0.158759954493743,0.0414755414097017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-08-07,NA,NA,NA,NA
"Malik Willis","MIA","QB","15694","weighted",199.831945392491,13.0816045066635,1.28174061433447,0.360739984533748,0.793003412969283,0.167247796084352,28.0874744027304,13.298243038867,0.17358361774744,0.154312240519749,0.200511945392491,0.0808311813829167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-25,NA,NA,NA,NA
"Deshaun Watson","CLE","QB","13113","weighted",177.389453924915,26.9937336032123,1.19334470989761,0.529101104313117,0.80703071672355,0.180100479348614,17.3975767918089,3.11104523044153,0.0780546075085324,0.055327785233935,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-14,NA,NA,NA,NA
"Fernando Mendoza","LVR","QB","17462","weighted",35.9521501706485,46.4845007824302,0.252525597269625,0.282380911452214,0.12358361774744,0.192876479832274,1.85631399317406,2.83479308777034,0.016962457337884,0.0346445151487717,0.0497440273037543,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-10-01,NA,NA,NA,NA
"Spencer Rattler","NO","QB","16586","weighted",29.7022843822844,39.9600746521288,0.338321678321678,0.485546656414763,0.105920745920746,0.167500690988072,2.98601398601399,4.34853104188325,0,0,0.0993006993006993,0.100173460668094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-09-28,NA,NA,NA,NA
"Marcus Mariota","WAS","QB","12141","weighted",21.5481585081585,19.6397459433057,0.172820512820513,0.199776495484699,0.106620046620047,0.0898738828293004,3.41142191142191,5.67810324681416,0.0331002331002331,0.0576347053367956,0.0496503496503497,0.0500867303340471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-10-30,"Q","Knee - MCL",2026,1
"Shedeur Sanders","CLE","QB","17031","weighted",23.0592491467577,17.8303792297977,0.202150170648464,0.274517952593604,0.127030716723549,0.144572577001663,2.29522184300341,2.90279636188478,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-02-07,NA,NA,NA,NA
"Davis Mills","HOU","QB","15252","weighted",17.1119813519814,18.9781676709884,0.205920745920746,0.256500667820949,0.0728205128205128,0.110023145713039,1.76340326340326,2.0338853986434,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-10-21,NA,NA,NA,NA
"J.J. McCarthy","MIN","QB","16584","weighted",15.129385665529,15.7778526408786,0.128941979522184,0.182034987505338,0.0533105802047782,0.0962764976792206,1.24146757679181,1.87505042137281,0.0242320819112628,0.0494921644982453,0.0497440273037543,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-01-20,NA,NA,NA,NA
"Jameis Winston","NYG","QB","12140","weighted",15.0817064846416,14.4890581210634,0.128941979522184,0.182034987505338,0.0290784982935154,0.0472662368176434,0.831058020477816,1.00933158219606,0.0242320819112628,0.0494921644982453,0.0497440273037543,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1994-01-06,NA,NA,NA,NA
"Joe Flacco","CIN","QB","9064","weighted",15.0727986348123,13.8997131064604,0.128941979522184,0.182034987505338,0.0290784982935154,0.0472662368176434,0.707337883959044,0.945008578311271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1985-01-16,NA,NA,NA,NA
"Kenny Pickett","CAR","QB","15692","weighted",14.2674592074592,13.7381957243031,0.172820512820513,0.199776495484699,0.0397202797202797,0.0528887721754081,1.2027972027972,1.05540934659917,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-06-06,NA,NA,NA,NA
"Tyrod Taylor","GB","QB","10413","weighted",12.4444755244755,11.7988297442303,0.13972027972028,0.143778378841265,0.102610722610723,0.170126246695843,2.32400932400932,3.20625834776186,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1989-08-03,NA,NA,NA,NA
"Ty Simpson","LAR","QB","17463","weighted",13.0484684684685,10.8312151054901,0.0749099099099099,0.107797263963665,0.0063963963963964,0.0114300619426997,0.587837837837838,1.03433934496689,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-12-21,NA,NA,NA,NA
"Justin Fields","KC","QB","15238","weighted",10.442457337884,8.43507179199089,0.104709897610921,0.134388736167436,0.0266552901023891,0.0481382488396103,2.2858361774744,3.12817842278233,0,0,0.0497440273037543,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-05,NA,NA,NA,NA
"Mac Jones","SF","QB","15241","weighted",11.1762116040956,7.94922820396735,0.0780546075085324,0.0907399993630226,0.0290784982935154,0.0472662368176434,0.514505119453925,0.607917418191656,0,0,0.0497440273037543,0.0404155906914583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-09-05,NA,NA,NA,NA
"Mason Rudolph","PIT","QB","13595","weighted",11.8065268065268,9.80131026293783,0.143030303030303,0.13970164968935,0.0397202797202797,0.0528887721754081,1.03379953379953,0.998204406440403,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-07-17,NA,NA,NA,NA
"Cade Klubnik","NYJ","QB","17467","weighted",8.7567365967366,6.36255655581355,0.106620046620047,0.0898738828293004,0.0695104895104895,0.112529317167671,1.52680652680653,2.15176499474097,0,0,0.0496503496503497,0.0500867303340471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-10-10,NA,NA,NA,NA
"Tyler Huntley","BAL","QB","14789","weighted",9.20815850815851,6.24369658988019,0.106620046620047,0.0898738828293004,0.0364102564102564,0.0550115728565195,0.871794871794872,0.808948792043197,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-02-03,NA,NA,NA,NA
"Trey Lance","LAC","QB","15240","weighted",8.2,5.37401153701776,0.065,0.0494974746830583,0.01,0.014142135623731,1,1.4142135623731,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-05-09,NA,NA,NA,NA
"Andy Dalton","PHI","QB","10313","weighted",8.6174358974359,3.70246964626065,0.10993006993007,0.0851489707643153,0.00662004662004662,0.0115269410673591,1.16899766899767,1.03777049129015,0,0,0.0503496503496504,0.0500867303340471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1987-10-29,NA,NA,NA,NA
"Joshua Dobbs","DET","QB","13119","weighted",5.9006968641115,6.85893577750951,0.0505226480836237,0.0707106781186548,0,0,0.252613240418118,0.353553390593274,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-01-26,NA,NA,NA,NA
